id_route,id_user,id_bicycle,id_mobile_device,id_hash,strava_id,processed,date,total_time,distance,average_speed,calories,initial_altitude,max_elevation,min_elevation,average_heart_rate,average_pace,elevation_gain,elevation_loss,max_speed,route_name,shared,latitude,longitude,bike_type,terrain,initial_address,final_address,average_cadence,max_cadence,max_heart_rate,route_type,difficulty,heart_rate_zone_1,heart_rate_zone_2,heart_rate_zone_3,heart_rate_zone_4,max_temperature,average_temperature,min_temperature,wind_speed,humidity,weather_description,max_slope,max_slope_distance,max_slope_altitude,max_speed_distance,max_speed_altitude,max_cadence_distance,max_cadence_altitude,total_consumption,consumed_capacity,UUID_route,deleted,created_at,updated_at,comment,url_shared
5432,1329,1850.0,519.0,1522666470805,0.0,2,2018-04-02 12:54:21,13632,32207,14.3,950.4889999999999,30.7,243.71,10.02,0.0,423.0,855.15,855.56,30.1,Font D'Horta,0,41.1981977,1.5704063,0,4,,"Carrer Ventura Gassol, 2B, 43820 Calafell, Tarragona, España",0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,16.0,15.7,15.0,1.0,59.0,801.0,20.8,29,41.5,18936,220.76,0,30.7,0.0,0.0,dacd5291-b13c-47c4-a971-ef680db829f8,0,2018-04-02 12:54:30,2018-04-02 17:20:26,Bateria final real 54%,59b2ccc818bf3265dda44bda9ac70c9eef03293b
5437,1240,1166.0,429.0,1522676547239,0.0,2,2018-04-02 12:35:50,3569,12697,15.6,162.0,377.97,378.02,331.87,0.0,295.0,206.57,207.06,37.7,Activité après-midi,2,43.34103973,5.97068841,0,0,,,255.0,255.0,0.0,0,0,99.9,0.0,0.0,0.0,16.4,16.1,15.7,16.8,72.0,802.0,22.0,6,344.69,6193,346.54,0,377.59,0.0,0.0,D44805E6-9DBC-4DC5-B528-6E114B16692A,0,2018-04-02 15:42:27,2018-04-02 15:43:02,Aucun commentaire,4e8483c1e66c537620ec4e691fcaf08a4c2748a7
5431,2087,0.0,962.0,1522665789070,0.0,2,2018-04-02 12:09:30,1693,7231,17.6,182.355,110.22,127.83,84.47,0.0,234.0,87.25,87.41,28.7,2/4/18,0,39.8221667,-0.222803,0,0,,"Carrer n'Octavi Ten i Orenga, 47, 12600 La Vall d'Uixó, Castelló, España",0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,3,125.39,3827,108.49,0,110.22,0.0,0.0,8740d28d-8eca-49f9-902d-44fc9afac1a9,0,2018-04-02 12:43:09,2018-04-02 12:44:07,,523c07c4e975901e4ed7dc45b185c49d92d64caa
5429,541,2377.0,175.0,1522663271690,1486731242.0,2,2018-04-02 12:00:57,9190,49217,25.8,0.0,69.49,1029.71,69.43,144.2,186.0,1650.51,1650.57,62.7,campo solagna eBike,0,45.6970863,11.8016406,0,0,,,128.8,250.0,183.0,0,0,25.0,44.3,29.4,1.3,13.0,8.5,-4.0,2.1,71.0,800.0,68.6,16,465.27,35658,284.24,20072,787.49,172.1,0.0,6942d3b1-075b-4063-9a1c-a1e7a99e783b,0,2018-04-02 12:01:11,2018-04-03 10:28:05,,59ba6d99580ab4830b9f0fdbba9827ad0a8a4835
5446,1363,0.0,1392.0,1522681335237,0.0,2,2018-04-02 11:39:44,10924,37931,15.3,424.0,489.08,706.83,254.03,0.0,310.0,1647.4,1647.05,56.4,Malcantone 1 ( Sessa ) ,2,45.95294741,8.8353866,0,2,,,255.0,255.0,0.0,0,0,0.0,0.0,0.0,99.9,14.5,14.5,14.5,7.6,33.0,801.0,55.5,3,523.7,6166,353.04,0,488.84,279.3,0.0,E1CE4ADA-513B-4DA8-A7BF-3DC8F8E74D60,0,2018-04-02 17:02:15,2018-04-02 17:24:39,Nessun commento,73cd4eb1deafd62c37bae67233112ab8997442ca
5445,1247,1391.0,549.0,1522681005284,0.0,2,2018-04-02 11:37:54,33,51,2.3,0.0,489.8,490.92,489.03,0.0,231473.0,2.02,1.89,6.8,Attività pomeridiana,2,45.9530379,8.83532725,0,4,,"Via Dante, 27, 21030 Marchirolo VA, Italia",72.9,255.0,0.0,0,0,0.0,0.0,0.0,99.9,14.5,14.5,14.5,7.6,33.0,801.0,9.4,0,489.93,6,490.92,0,490.35,219.5,0.0,91B49661-2479-44FE-8035-D4324F0EB373,0,2018-04-02 16:56:45,2018-04-02 16:57:01,Nessun commento,ad5285802311f274b995094d967c582c26066c76
5424,2699,4437.0,1248.0,1522659361310,0.0,2,2018-04-02 10:55:55,3929,16314,32.1,462.267,495.06,500.83,377.36,0.0,240.0,79.93,197.63,46.3,1 stgeours,0,45.4011356,5.4872275,0,0,,"84-108 Chemin du Fraton, 38140 Apprieu, Francia",123.8,250.0,0.0,1,0,0.0,0.0,0.0,0.0,10.0,8.0,6.0,4.1,65.0,800.0,7.8,7,455.4,6672,450.56,322,487.97,0.0,0.0,a471af64-9139-484e-86c9-36c5d10fa471,0,2018-04-02 10:56:01,2018-04-02 10:56:02,,e01f2d09241469b704d5bb0b7aeb40f7c1ce58f1
5422,1761,1602.0,746.0,1522658718013,0.0,2,2018-04-02 10:45:10,760,1954,29.4,188.31099999999998,557.59,570.93,537.09,0.0,388.0,49.04,62.22,30.0,cabris,0,43.668394,6.8839447,0,0,,"520 Route des 3 Ponts, 06530 Cabris, Francia",92.0,92.0,0.0,1,0,0.0,0.0,0.0,0.0,10.0,7.3,5.0,2.6,65.0,800.0,22.1,0,559.96,0,557.75,0,557.75,5.0,0.0,e023e5a5-0e99-49d1-b255-a77b12d53676,0,2018-04-02 10:45:18,2018-04-02 10:46:01,,c4d1bd126194007b70870dc162837c8418bc7799
5438,2902,0.0,1368.0,1522676654070,0.0,2,2018-04-02 10:29:19,3529,13614,14.8,136.0,336.23,418.01,322.06,0.0,853.0,272.44,242.69,41.5,Nachmittags-Aktivitäten,2,49.02105898,12.3013871,0,0,,,80.3,255.0,0.0,1,0,0.0,0.0,0.0,99.9,10.0,9.3,8.6,7.2,79.0,801.0,25.0,0,336.73,11799,379.58,7109,324.05,0.0,0.0,4B61DEF7-5FDC-4510-B517-7AAC65FFD7A7,0,2018-04-02 15:44:14,2018-04-02 15:45:05,Kein Kommentar,4f4f407e15dd72c7504777e0d6e1db02ff6285ce
5421,2699,4437.0,1248.0,1522657144381,0.0,2,2018-04-02 10:18:57,2775,82838,42.0,0.0,377.33,560.54,377.33,0.0,0.0,384.08,267.12,89.7,ff,0,45.3507342,5.3339368,0,0,,"116 Route de L Aéroport, 38590 Saint-Étienne-de-Saint-Geoirs, Francia",0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,10.0,8.0,6.0,4.1,65.0,800.0,11.7,55,508.8,61123,548.83,0,377.33,0.0,0.0,2432c8ec-caae-4699-9f25-f756b9480883,0,2018-04-02 10:19:04,2018-04-02 10:20:01,,feadfe56f0cc0bc554b98953fa835a4e3cda0d89
